hotel_name,review_text,vader_compound,vader_label,sentiwordnet,afinn_score
Mosso Boutique Hotel,see akyaka july night stay overnight night staff friendly room give room call garden floor think room convert shop room floor facade zero road room clean location hotel zero beach public beach front beach municipality rent umbrella sun lounger umbrella sea perfect child suitable shallow warm bed breakfast bed breakfast hotel luxury restaurant mix breakfast quality room location upper floor prefer,0.8885,positive,"{'positivity': 3.0, 'negativity': 0.75, 'objectivity': 56.25}",14.0
Mosso Boutique Hotel,break star room find room clean water flow drop drop shower head stay room balcony sea view balcony pleasant sister sweet smile agreed price pay price write saw comment give mixed breakfast morning possibility hungry restaurant cook bartender good restaurant price expensive beach municipality sun lounger restaurant table open umbrella unfortunately,0.8591,positive,"{'positivity': 2.75, 'negativity': 1.125, 'objectivity': 47.125}",10.0
Mosso Boutique Hotel,local tell best restaurant akyaka come two week ago many variety food offer price similar pay usa tasty stand service manager speak english well check often feel comfortable relax din charge accordingly price menu every business,0.9022,positive,"{'positivity': 1.375, 'negativity': 1.625, 'objectivity': 32.0}",4.0
Mosso Boutique Hotel,mosso locate beach serve tasty dish serve pretty big service fast price reasonable especially breakfast option incredible one best town,0.8126,positive,"{'positivity': 2.5, 'negativity': 0.75, 'objectivity': 15.75}",5.0
Mosso Boutique Hotel,good food awesome cocktail friendly stuff mesut number one,0.8885,positive,"{'positivity': 1.5, 'negativity': 0.5, 'objectivity': 6.0}",9.0
Mosso Boutique Hotel,lovely chill atmosphere breakfast beach,0.5859,positive,"{'positivity': 0.375, 'negativity': 0.25, 'objectivity': 4.375}",3.0
Muğla Hotel,hotel immaculate service super love breakfast swim pool breakfast continue trip find hotel chance travel car say stayed,0.8779,positive,"{'positivity': 2.375, 'negativity': 0.0, 'objectivity': 15.625}",8.0
Muğla Hotel,terrible experience last night family stay hotel overnight go hotel hear hotel disappointment cleanliness hotel room common area dirty main problem air condition heat muğla turn air condition night hamam room sit reception come room air condition work come room wait many hour informed reception midnight come room come room room room complain others air condition room work receive response barely sleep wait exit lobby unfortunately leave card reception leave hotel employee hotel friendly except disgrace hotel,-0.9451,negative,"{'positivity': 2.125, 'negativity': 4.875, 'objectivity': 67.0}",-15.0
Muğla Hotel,participate tour agree hotel beyond disgrace small insect crawl room sheet dirty lot hair pillow food okay employee smile say coffee complimentary morning say pay morning explain situation wrong,-0.2023,negative,"{'positivity': 1.25, 'negativity': 2.125, 'objectivity': 25.625}",-4.0
Muğla Hotel,stayed hotel day tour stay comfortable hotel part like clean room every day clean bed give food cat take outside employee lock door rest cool afternoon bat location except hotel deserves star,0.91,positive,"{'positivity': 1.125, 'negativity': 1.25, 'objectivity': 29.625}",9.0
Muğla Hotel,look hotel near patient muğla sıtkı koçman train research hospital find place night say negative room air condition cool much window open bottom unsafe besides hotel beautiful easy reach breakfast simply magnificent variety abundant rich tea freshly squeeze fruit juice turkish coffee everything good breakfast room spacious,0.9423,positive,"{'positivity': 4.375, 'negativity': 2.0, 'objectivity': 36.625}",11.0
Muğla Hotel,clean tidy staff really helpful breakfast plentiful tasty top customer get welcome discount,0.8622,positive,"{'positivity': 1.75, 'negativity': 0.5, 'objectivity': 10.75}",8.0
Muğla Hotel,clean quiet hotel helpful staff good service good breakfast,0.8834,positive,"{'positivity': 1.25, 'negativity': 0.0, 'objectivity': 7.75}",10.0
Muğla Hotel,decent hotel clean friendly staff,0.7096,positive,"{'positivity': 1.0, 'negativity': 0.0, 'objectivity': 4.0}",4.0
Mevsim Otel - Akyaka Otel,forgot ask much money would charge way ask much money would charge fact family business excuse far professionalism room stay week clean towel sheet change towel sheet change ask satisfied forgotten exist customer restaurant invite restaurant ate restaurant first evening ask eaten keep bill keep bill reason give certain star friendliness sister prepare breakfast,0.8625,positive,"{'positivity': 1.5, 'negativity': 1.0, 'objectivity': 49.5}",5.0
Mevsim Otel - Akyaka Otel,location hotel great dk beach room upper floor sea view never stay hotel small room life really shower head instal shower cabin toilet bowl difficult move inside air condition cool blow warm air satisfy name apart something thousand per night really worth air condition work room,0.8748,positive,"{'positivity': 3.125, 'negativity': 1.75, 'objectivity': 38.125}",6.0
Mevsim Otel - Akyaka Otel,close sea term price performance satisfaction term business breakfast prepare smile friendliness employee thank sincerity air condition work water easily heat,0.9062,positive,"{'positivity': 1.125, 'negativity': 0.375, 'objectivity': 19.5}",8.0
Mevsim Otel - Akyaka Otel,location beautiful close beach hotel service refrigerator write room reason refrigerator hotel outside temperature degree air condition break told central say different say go anecdote want cleaning stay day especially leave say let know come told come room untouched forget job brother shower head break shower head break shower toilet incredibly small shower toilet incredibly small internet system bad room depress unfortunately,-0.7425,negative,"{'positivity': 2.625, 'negativity': 3.875, 'objectivity': 55.5}",-1.0
Mevsim Otel - Akyaka Otel,terrible hotel room bad refrigerator television work employee dissatisfy soup breakfast plate option breakfast take breakfast plate sinide without know soup breakfast plate option take breakfast plate front take away fee definitely pay definitely regrettable never go mediocre place,-0.8442,negative,"{'positivity': 1.694, 'negativity': 4.181, 'objectivity': 31.125}",-7.0
Mevsim Otel - Akyaka Otel,regret room hotel choose close sea incomplete poorly maintain example refrigerator room stay air condition toilet seat broken apparatus fix shower head wall break fly screen can not open window word say get do people stay satisfied way staff greet mannerism real hit seem like force job would not bad pay little attention communication style tourism sector even forget check leave asked much would charge family business excuse unprofessional likewise room stay week clean even towel sheet change ask whether satisfied need anything even fact exist customer forgotten invite restaurant dinner restaurant first evening ask eat obviously keep bill reason give star friendliness sister prepare breakfast,0.7873,positive,"{'positivity': 3.625, 'negativity': 6.125, 'objectivity': 92.25}",-4.0
Mevsim Otel - Akyaka Otel,location hotel great beach room top floor sea view never stay hotel small room life even shower cabin shower head mount toilet difficult even move inside air condition cool blow warm air satisfy call apartment something really worth thousand per night least air condition work room,0.8955,positive,"{'positivity': 1.625, 'negativity': 1.75, 'objectivity': 40.625}",8.0
Mevsim Otel - Akyaka Otel,business close sea satisfactory term price performance would like thank friendliness sincerity employee prepare breakfast air condition work water always easily heat,0.8979,positive,"{'positivity': 1.625, 'negativity': 0.125, 'objectivity': 19.25}",8.0
Mevsim Otel - Akyaka Otel,location nice close beach hotel service say refrigerator room reason refrigerator hotel temperature outside degree air condition break tell center ask could different leave thats joke ask clean stay day specifically say let know come tell room untouched answer forgot thats job shower head break shower toilet incredibly small internet system almost nonexistent unfortunately room stuffy depress,0.2911,positive,"{'positivity': 2.625, 'negativity': 3.25, 'objectivity': 48.125}",5.0
